"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"svdImpute",0.5,"MNAR",0.5,0,0,6,26,200,5200,0.522616863250732,6.6239317342249
"PPCA",0.5,"MNAR",0,0,0.5,6,26,200,5200,0.522616863250732,NA
"RF",0.5,"MAR",0,0,0.5,6,26,200,5200,1.87040591239929,1.05070210487445
"min",0.5,"MAR",0,0,0.5,6,26,200,5200,0.0765972137451172,2.02709406866845
"mean",0.5,"MAR",0,0,0.5,6,26,200,5200,0.0718061923980713,1.03657244818994
"LLS",0.5,"MAR",0,0,0.5,6,26,200,5200,5.3410120010376,18.9815609880679
"KNNImpute",0.5,"MAR",0,0,0.5,6,26,200,5200,5.3410120010376,NA
"BPCA",0.5,"MAR",0,0,0.5,6,26,200,5200,0.401065587997437,1.03657244818994
"svdImpute",0.5,"MAR",0,0,0.5,6,26,200,5200,0.65411114692688,139.733865814336
"PPCA",0.5,"MAR",0.25,0.25,0,6,26,200,5200,0.65411114692688,NA
"RF",0.5,"MAR",0.25,0.25,0,6,26,200,5200,0.65411114692688,NA
"min",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,0.0763988494873047,1.22448521119954
"mean",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,0.0716485977172852,1.55638723958403
"LLS",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,5.30963563919067,6.73006662971518
"KNNImpute",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,5.30963563919067,NA
"BPCA",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,0.39075493812561,1.55638723958403
"svdImpute",0.5,"MNARMCAR",0.25,0.25,0,6,26,200,5200,3.82621765136719,894.08700182041
"PPCA",0.5,"MNARMCAR",0,0.25,0.25,6,26,200,5200,3.82621765136719,NA
"RF",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,1.88464021682739,1.05407809168762
"min",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,0.0792412757873535,2.02054384418868
"mean",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,0.0719165802001953,1.04153680250213
"LLS",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,5.33751702308655,18.4958448563001
"KNNImpute",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,5.33751702308655,NA
"BPCA",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,0.442355871200562,1.04153680250213
"svdImpute",0.5,"MARMCAR",0,0.25,0.25,6,26,200,5200,1.7989387512207,40.4454693746258
"PPCA",0.5,"MARMCAR",0.25,0,0.25,6,26,200,5200,1.7989387512207,NA
"RF",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,1.8688383102417,1.34456352875814
"min",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,0.0747814178466797,1.19055518310686
"mean",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,0.0759251117706299,1.33544756901977
"LLS",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,5.31883478164673,36.4870740994155
"KNNImpute",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,5.31883478164673,NA
"BPCA",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,0.393883228302002,1.33544756901977
"svdImpute",0.5,"MNARMAR",0.25,0,0.25,6,26,200,5200,1.02302360534668,871.878614596611
"PPCA",0.5,"MNARMAR",0.17,0.17,0.17,6,26,200,5200,1.02302360534668,NA
"RF",0.5,"MNARMAR",0.17,0.17,0.17,6,26,200,5200,1.02302360534668,NA
"min",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,0.067948579788208,1.26787508318724
"mean",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,0.0725593566894531,1.26538029769887
"LLS",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,5.30808615684509,11.5352360323842
"KNNImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,5.30808615684509,NA
"BPCA",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,0.399241209030151,1.26538029769887
"svdImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,6,26,200,5200,3.73919463157654,98.1920258354061
"PPCA",0.02,"MCAR",0,0.02,0,7,26,200,5200,7.56624507904053,1.06995130080131
"RF",0.02,"MCAR",0,0.02,0,7,26,200,5200,1.68379235267639,1.00060710872568
"min",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.0719108581542969,2.08199791631679
"mean",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.0723052024841309,1.00829530345539
"LLS",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.0998258590698242,1.22746511626506
"KNNImpute",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.00100231170654297,1.00875573914835
"BPCA",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.180798292160034,1.00829530345539
"svdImpute",0.02,"MCAR",0,0.02,0,7,26,200,5200,0.0879309177398682,1.45914080288204
"PPCA",0.02,"MNAR",0.02,0,0,7,26,200,5200,3.80624127388,3.42739103536231
"RF",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.803949594497681,3.4510780114682
"min",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.0737276077270508,1.19888460520995
"mean",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.0734071731567383,3.42482138527475
"LLS",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.0551149845123291,3.63793402785977
"KNNImpute",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.000984430313110352,3.44797878005193
"BPCA",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.180124044418335,3.42482138527475
"svdImpute",0.02,"MNAR",0.02,0,0,7,26,200,5200,0.0532424449920654,3.87117567626466
"PPCA",0.02,"MAR",0,0,0.02,7,26,200,5200,4.00932931900024,1.10298345531024
"RF",0.02,"MAR",0,0,0.02,7,26,200,5200,1.64587545394897,1.01593889894754
"min",0.02,"MAR",0,0,0.02,7,26,200,5200,0.070000171661377,2.20942324326073
"mean",0.02,"MAR",0,0,0.02,7,26,200,5200,0.0714917182922363,1.00988720189362
"LLS",0.02,"MAR",0,0,0.02,7,26,200,5200,0.0925717353820801,1.44409469000558
"KNNImpute",0.02,"MAR",0,0,0.02,7,26,200,5200,0.00101613998413086,1.02059891967397
"BPCA",0.02,"MAR",0,0,0.02,7,26,200,5200,0.181940317153931,1.00988720189362
"svdImpute",0.02,"MAR",0,0,0.02,7,26,200,5200,0.054779052734375,1.81563432901575
"PPCA",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,5.77079272270203,1.41704613749621
"RF",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,1.2582106590271,1.42602573057329
"min",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.0706498622894287,1.33387053056085
"mean",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.0713014602661133,1.41563107186519
"LLS",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.0795848369598389,1.52531746335288
"KNNImpute",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.00102496147155762,1.3938591286211
"BPCA",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.180756568908691,1.41563107186519
"svdImpute",0.02,"MNARMCAR",0.01,0.01,0,7,26,200,5200,0.0733778476715088,1.65979909645276
"PPCA",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,5.67559766769409,1.10786215151187
"RF",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,1.84728813171387,1.0494628056205
"min",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.0719254016876221,2.16827097687888
"mean",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.0713601112365723,1.0254878141296
"LLS",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.0958127975463867,1.36717081289789
"KNNImpute",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.00100374221801758,1.02386631796012
"BPCA",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.185555696487427,1.0254878141296
"svdImpute",0.02,"MARMCAR",0,0.01,0.01,7,26,200,5200,0.0685157775878906,1.65626428259246
"PPCA",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,4.26921033859253,1.32060986877589
"RF",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.866666316986084,1.34720848193462
"min",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.0749399662017822,1.37087584961761
"mean",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.0707001686096191,1.34145240849536
"LLS",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.0707783699035645,1.55804431902558
"KNNImpute",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.000999927520751953,1.37075746434936
"BPCA",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.183465480804443,1.34145240849536
"svdImpute",0.02,"MNARMAR",0.01,0,0.01,7,26,200,5200,0.0552148818969727,1.80780670750913
"PPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,7.7891891002655,1.27619382805156
"RF",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,1.6156222820282,1.24460284512361
"min",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.0751383304595947,1.43500100293892
"mean",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.0704977512359619,1.24060468109487
"LLS",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.124486684799194,1.38951290345364
"KNNImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.00105118751525879,1.22388496272686
"BPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.182875871658325,1.24060468109487
"svdImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,7,26,200,5200,0.0876162052154541,1.58065181645992
"PPCA",0.1,"MCAR",0,0.1,0,7,26,200,5200,25.7257814407349,1.11322274633056
"RF",0.1,"MCAR",0,0.1,0,7,26,200,5200,5.51066088676453,1.04952376544933
"min",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.0737457275390625,2.21623388623712
"mean",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.0710046291351318,1.03477074316378
"LLS",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.677696228027344,1.41290156413791
"KNNImpute",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.0010688304901123,1.05725258158473
"BPCA",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.1921546459198,1.03477074316378
"svdImpute",0.1,"MCAR",0,0.1,0,7,26,200,5200,0.198522329330444,1.60151686632884
"PPCA",0.1,"MNAR",0.1,0,0,7,26,200,5200,19.3330361843109,2.78471054608363
"RF",0.1,"MNAR",0.1,0,0,7,26,200,5200,2.65846490859985,2.76786158240263
"min",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.0758564472198486,1.24300648743552
"mean",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.0776572227478027,2.73725597501155
"LLS",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.516676425933838,3.15658499221822
"KNNImpute",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.00319552421569824,2.74538269724829
"BPCA",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.192516803741455,2.73725597501155
"svdImpute",0.1,"MNAR",0.1,0,0,7,26,200,5200,0.156498193740845,4.54037294265327
"PPCA",0.1,"MAR",0,0,0.1,7,26,200,5200,19.2527275085449,1.13301857792014
"RF",0.1,"MAR",0,0,0.1,7,26,200,5200,6.83484482765198,1.04566564289404
"min",0.1,"MAR",0,0,0.1,7,26,200,5200,0.0766639709472656,2.27722229225742
"mean",0.1,"MAR",0,0,0.1,7,26,200,5200,0.07088303565979,1.03692956943663
"LLS",0.1,"MAR",0,0,0.1,7,26,200,5200,0.744244813919067,1.52639859103506
"KNNImpute",0.1,"MAR",0,0,0.1,7,26,200,5200,0.00113677978515625,1.07643686408837
"BPCA",0.1,"MAR",0,0,0.1,7,26,200,5200,0.191310167312622,1.03692956943663
"svdImpute",0.1,"MAR",0,0,0.1,7,26,200,5200,0.162195920944214,1.77785286305157
"PPCA",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,22.4743657112122,1.42794707086301
"RF",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,3.22308540344238,1.41059721218851
"min",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.076146125793457,1.35433625552641
"mean",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.0707793235778809,1.40548958782498
"LLS",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.904377698898315,1.54100960909957
"KNNImpute",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.00109148025512695,1.42378122484921
"BPCA",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.192723989486694,1.40548958782498
"svdImpute",0.1,"MNARMCAR",0.05,0.05,0,7,26,200,5200,0.180510997772217,1.78588855064756
"PPCA",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,23.1827139854431,1.16423334508119
"RF",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,5.26273965835571,1.04509727485535
"min",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.0760698318481445,2.13774423809838
"mean",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.0708966255187988,1.04467985288728
"LLS",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.796850204467773,1.39303756839597
"KNNImpute",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.00290346145629883,1.077403281337
"BPCA",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.197056770324707,1.04467985288728
"svdImpute",0.1,"MARMCAR",0,0.05,0.05,7,26,200,5200,0.191409349441528,1.59750635482148
"PPCA",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,19.413916349411,1.3986896557172
"RF",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,2.68545508384705,1.38179094691305
"min",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.074162483215332,1.27697380797798
"mean",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.0706400871276855,1.36571531511328
"LLS",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.518722057342529,1.54161285807089
"KNNImpute",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.00107836723327637,1.36264422546035
"BPCA",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.194907903671265,1.36571531511328
"svdImpute",0.1,"MNARMAR",0.05,0,0.05,7,26,200,5200,0.160810708999634,1.69952290088677
"PPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,19.7093000411987,1.24659285705648
"RF",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,3.06815385818481,1.21349570283869
"min",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.0750432014465332,1.46184039326545
"mean",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.0713517665863037,1.21015097643943
"LLS",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.528981924057007,1.4472440849639
"KNNImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.00110220909118652,1.22242650007534
"BPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.196023225784302,1.21015097643943
"svdImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,7,26,200,5200,0.176946401596069,1.53889459021182
"PPCA",0.2,"MCAR",0,0.2,0,7,26,200,5200,48.2524228096008,1.14178158290927
"RF",0.2,"MCAR",0,0.2,0,7,26,200,5200,5.06411647796631,1.03392638196757
"min",0.2,"MCAR",0,0.2,0,7,26,200,5200,0.0755882263183594,2.19095912836168
"mean",0.2,"MCAR",0,0.2,0,7,26,200,5200,0.0709898471832275,1.02588498229821
"LLS",0.2,"MCAR",0,0.2,0,7,26,200,5200,5.80257678031921,1.48508321071924
"KNNImpute",0.2,"MCAR",0,0.2,0,7,26,200,5200,0.00122594833374023,1.07791435400622
"BPCA",0.2,"MCAR",0,0.2,0,7,26,200,5200,0.213231563568115,1.02588498229821
"svdImpute",0.2,"MCAR",0,0.2,0,7,26,200,5200,0.260981798171997,1.73507930492366
"PPCA",0.2,"MCAR",0.2,0,0,7,26,200,5200,0.260981798171997,NA
"RF",0.2,"MNAR",0.2,0,0,7,26,200,5200,6.02410817146301,2.55816012651648
"min",0.2,"MNAR",0.2,0,0,7,26,200,5200,0.0728170871734619,1.32905619438705
"mean",0.2,"MNAR",0.2,0,0,7,26,200,5200,0.0740163326263428,2.53111703687229
"LLS",0.2,"MNAR",0.2,0,0,7,26,200,5200,5.26249599456787,2.8877816198338
"KNNImpute",0.2,"MNAR",0.2,0,0,7,26,200,5200,5.26249599456787,NA
"BPCA",0.2,"MNAR",0.2,0,0,7,26,200,5200,0.212361812591553,2.53111703687229
"svdImpute",0.2,"MNAR",0.2,0,0,7,26,200,5200,0.761784076690674,18.6005051821078
"PPCA",0.2,"MAR",0,0,0.2,7,26,200,5200,46.4704341888428,1.13212709812942
"RF",0.2,"MAR",0,0,0.2,7,26,200,5200,3.107994556427,1.04481248912136
"min",0.2,"MAR",0,0,0.2,7,26,200,5200,0.0746071338653564,2.13716339884322
"mean",0.2,"MAR",0,0,0.2,7,26,200,5200,0.0713901519775391,1.0307179617822
"LLS",0.2,"MAR",0,0,0.2,7,26,200,5200,5.46026921272278,1.69275696108007
"KNNImpute",0.2,"MAR",0,0,0.2,7,26,200,5200,0.0012359619140625,1.06362516071033
"BPCA",0.2,"MAR",0,0,0.2,7,26,200,5200,0.212669610977173,1.0307179617822
"svdImpute",0.2,"MAR",0,0,0.2,7,26,200,5200,0.351306438446045,4.72514517307166
"PPCA",0.2,"MAR",0.1,0.1,0,7,26,200,5200,0.351306438446045,NA
"RF",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,6.64771223068237,1.4103139442319
"min",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,0.0730600357055664,1.29224721000903
"mean",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,0.0766351222991943,1.39937537626186
"LLS",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,5.748126745224,1.59205171362459
"KNNImpute",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,5.748126745224,NA
"BPCA",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,0.212109565734863,1.39937537626186
"svdImpute",0.2,"MNARMCAR",0.1,0.1,0,7,26,200,5200,0.468319416046143,3.69739979322072
"PPCA",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,49.8429269790649,1.14777485614164
"RF",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,3.21836447715759,1.05354197534953
"min",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,0.0754096508026123,2.16490283483711
"mean",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,0.0716636180877686,1.04115964924675
"LLS",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,5.69476747512817,1.42605770829777
"KNNImpute",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,0.00127911567687988,1.07841317894512
"BPCA",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,0.212514877319336,1.04115964924675
"svdImpute",0.2,"MARMCAR",0,0.1,0.1,7,26,200,5200,0.361582517623901,2.03984268596072
"PPCA",0.2,"MARMCAR",0.1,0,0.1,7,26,200,5200,0.361582517623901,NA
"RF",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,3.02224779129028,1.3588545631307
"min",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,0.0759944915771484,1.26856113174201
"mean",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,0.0710482597351074,1.34348238195647
"LLS",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,5.35661649703979,1.79875458270792
"KNNImpute",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,0.00135993957519531,1.3783239709902
"BPCA",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,0.213780879974365,1.34348238195647
"svdImpute",0.2,"MNARMAR",0.1,0,0.1,7,26,200,5200,0.31454610824585,2.54470288945585
"PPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,49.4934237003326,1.28942901895818
"RF",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,3.13717150688171,1.25362200296404
"min",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,0.0745854377746582,1.45976860049786
"mean",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,0.0766851902008057,1.23996951166441
"LLS",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,5.56293821334839,1.58896366273015
"KNNImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,0.00118589401245117,1.26903421678984
"BPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,0.213752746582031,1.23996951166441
"svdImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,7,26,200,5200,0.497488260269165,4.33823616306744
"PPCA",0.3,"MCAR",0,0.3,0,7,26,200,5200,2.23258895476659,1.1647437019228
"RF",0.3,"MCAR",0,0.3,0,7,26,200,5200,5.59681081771851,1.05606475999183
"min",0.3,"MCAR",0,0.3,0,7,26,200,5200,0.0751492977142334,2.15117224159361
"mean",0.3,"MCAR",0,0.3,0,7,26,200,5200,0.0708532333374023,1.0405903578626
"LLS",0.3,"MCAR",0,0.3,0,7,26,200,5200,5.68537425994873,462.288861980771
"KNNImpute",0.3,"MCAR",0,0.3,0,7,26,200,5200,0.00130009651184082,1.08120242316657
"BPCA",0.3,"MCAR",0,0.3,0,7,26,200,5200,0.3249192237854,1.0405903578626
"svdImpute",0.3,"MCAR",0,0.3,0,7,26,200,5200,3.91416096687317,33.3450691901598
"PPCA",0.3,"MCAR",0.3,0,0,7,26,200,5200,3.91416096687317,NA
"RF",0.3,"MNAR",0.3,0,0,7,26,200,5200,4.20729303359985,2.44768449387741
"min",0.3,"MNAR",0.3,0,0,7,26,200,5200,0.0748927593231201,1.41233141147217
"mean",0.3,"MNAR",0.3,0,0,7,26,200,5200,0.0711147785186768,2.417539547045
"LLS",0.3,"MNAR",0.3,0,0,7,26,200,5200,5.58166885375977,11.0522133121681
"KNNImpute",0.3,"MNAR",0.3,0,0,7,26,200,5200,5.58166885375977,NA
"BPCA",0.3,"MNAR",0.3,0,0,7,26,200,5200,0.326002597808838,2.417539547045
"svdImpute",0.3,"MNAR",0.3,0,0,7,26,200,5200,0.84614086151123,69.3189089129302
"PPCA",0.3,"MNAR",0,0,0.3,7,26,200,5200,0.84614086151123,NA
"RF",0.3,"MAR",0,0,0.3,7,26,200,5200,2.76000165939331,1.03267148859916
"min",0.3,"MAR",0,0,0.3,7,26,200,5200,0.0765829086303711,2.07698472005208
"mean",0.3,"MAR",0,0,0.3,7,26,200,5200,0.0712943077087402,1.02158812119578
"LLS",0.3,"MAR",0,0,0.3,7,26,200,5200,5.58153343200684,6.84485585523923
"KNNImpute",0.3,"MAR",0,0,0.3,7,26,200,5200,0.0012812614440918,1.05919675950487
"BPCA",0.3,"MAR",0,0,0.3,7,26,200,5200,0.322628974914551,1.02158812119578
"svdImpute",0.3,"MAR",0,0,0.3,7,26,200,5200,2.65968012809753,23.8208734857951
"PPCA",0.3,"MAR",0.15,0.15,0,7,26,200,5200,2.65968012809753,NA
"RF",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,2.83982753753662,1.45720572052215
"min",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,0.0764627456665039,1.23322553018697
"mean",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,0.072223424911499,1.44574536376459
"LLS",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,5.64444851875305,1.68325521097056
"KNNImpute",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,5.64444851875305,NA
"BPCA",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,0.324063539505005,1.44574536376459
"svdImpute",0.3,"MNARMCAR",0.15,0.15,0,7,26,200,5200,3.74999976158142,42.1628709103006
"PPCA",0.3,"MNARMCAR",0,0.15,0.15,7,26,200,5200,3.74999976158142,NA
"RF",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,2.85268473625183,1.05409822255588
"min",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,0.076960563659668,2.10427158344272
"mean",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,0.0722930431365967,1.0444424737907
"LLS",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,5.66435027122498,1.54725813465037
"KNNImpute",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,0.00124859809875488,1.09077909041333
"BPCA",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,0.322603940963745,1.0444424737907
"svdImpute",0.3,"MARMCAR",0,0.15,0.15,7,26,200,5200,2.68670058250427,13.0241801113147
"PPCA",0.3,"MARMCAR",0.15,0,0.15,7,26,200,5200,2.68670058250427,NA
"RF",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,5.40815114974976,1.39671709438648
"min",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,0.0763313770294189,1.26815249496106
"mean",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,0.0719585418701172,1.37843962328687
"LLS",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,5.50293588638306,1.82310209357318
"KNNImpute",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,0.00154471397399902,1.40039709440877
"BPCA",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,0.324810743331909,1.37843962328687
"svdImpute",0.3,"MNARMAR",0.15,0,0.15,7,26,200,5200,1.22958326339722,3.0617915183221
"PPCA",0.3,"MNARMAR",0.1,0.1,0.1,7,26,200,5200,1.22958326339722,NA
"RF",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,2.79990410804749,1.24615296515011
"min",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,0.076812744140625,1.42571908254402
"mean",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,0.0713732242584229,1.23382343796686
"LLS",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,5.66678285598755,5.60966104298135
"KNNImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,5.66678285598755,NA
"BPCA",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,0.32977557182312,1.23382343796686
"svdImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,7,26,200,5200,1.3486020565033,18.6651500155047
"PPCA",0.4,"MNARMARMCAR",0,0.4,0,7,26,200,5200,1.3486020565033,NA
"RF",0.4,"MCAR",0,0.4,0,7,26,200,5200,2.31117367744446,1.04762302892718
"min",0.4,"MCAR",0,0.4,0,7,26,200,5200,0.0717103481292725,2.07097463331315
"mean",0.4,"MCAR",0,0.4,0,7,26,200,5200,0.0789668560028076,1.03710586451185
"LLS",0.4,"MCAR",0,0.4,0,7,26,200,5200,5.52320861816406,1.64761397746806
"KNNImpute",0.4,"MCAR",0,0.4,0,7,26,200,5200,0.00154519081115723,1.09335227621233
"BPCA",0.4,"MCAR",0,0.4,0,7,26,200,5200,0.353406667709351,1.03710586451185
